0,1,2,3,4,5,6,7,8,9,10,11
40,42662,40,40,2,22,534,0,2,1,0,0
35,24507,35,35,2,22,534,0,2,1,0,0
20,102,20,20,2,22,534,0,2,1,0,0
64,3896,64,64,2,22,534,0,2,1,0,0
45,13501,45,45,2,22,534,0,2,1,0,0
29,4163,29,29,2,22,534,0,2,1,0,0
1176581720,10287,24,42,4,22,534,0,4,2,0,0
57,11503,57,57,2,22,534,0,2,1,0,0
22,3646,22,22,2,22,534,0,2,1,0,0
38,4300,38,38,2,22,534,0,2,1,0,0
47,25187,47,47,2,22,534,0,2,1,0,0
34,3128,34,34,2,22,534,0,2,1,0,0
75,7513,75,75,2,22,534,0,2,1,0,0
40,7847,40,40,2,22,534,0,2,1,0,0
47,29710,47,47,2,22,534,0,2,1,0,0
42,6109,42,42,2,22,534,0,2,1,0,0
28,132,28,28,2,22,534,0,2,1,0,0
49,11989,49,49,2,22,534,0,2,1,0,0
44,3823,44,44,2,22,534,0,2,1,0,0
1176704045,3823,44,6810,4,22,534,0,4,2,0,0
1511,3823,44,6810,6,22,534,0,6,3,0,0
41,12024,41,41,2,22,534,0,2,1,0,0
36,19479,36,36,2,22,534,0,2,1,0,0
39,11893,39,39,2,22,534,0,2,1,0,0
29,8125,29,29,2,22,534,0,2,1,0,0
46,9073,46,46,2,22,534,0,2,1,0,0
33,42732,33,33,2,22,534,0,2,1,0,0
36,4054,36,36,2,22,534,0,2,1,0,0
43,11941,43,43,2,22,534,0,2,1,0,0
25,93,25,25,2,22,534,0,2,1,0,0
82,12433,82,82,2,22,534,0,2,1,0,0
26,169,26,26,2,22,534,0,2,1,0,0
28,19859,28,28,2,22,534,0,2,1,0,0
32,19190,32,32,2,22,534,0,2,1,0,0
108,3937,108,108,2,22,534,0,2,1,0,0
1176886654,3937,47,5553,4,22,534,0,4,2,0,0
18692,3937,23,18561,6,22,534,0,6,3,0,0
35,12135,35,35,2,22,534,0,2,1,0,0
19,3382,19,19,2,22,534,0,2,1,0,0
105,11811,105,105,2,22,534,0,2,1,0,0
32,13070,32,32,2,22,534,0,2,1,0,0
53,19051,19,34,3,22,534,0,3,2,0,0
41,4611,41,41,2,22,534,0,2,1,0,0
46,23016,46,46,2,22,534,0,2,1,0,0
1176996926,4137,17,28,4,22,534,0,4,2,0,0
19,11965,19,19,2,22,534,0,2,1,0,0
41,24196,41,41,2,22,534,0,2,1,0,0
3032,24196,25,2966,6,22,534,0,6,3,0,0
970,29336,970,970,2,22,534,0,2,1,0,0
