0,1,2,3,4,5,6,7,8,9,10,11
125305,5962,125305,125305,2,52,60,0,2,0,0,1
0,356471,20000000,0,1,40,40,0,1,0,0,0
0,349122,20000000,0,1,40,40,0,1,0,0,0
0,700595,20000000,0,1,40,40,0,1,0,0,0
0,1400393,20000000,0,1,40,40,0,1,0,0,0
0,2810483,20000000,0,1,40,40,0,1,0,0,0
139293,0,731,138562,3,22,278,0,3,1,0,1
261231,0,19270,127954,4,40,175,0,3,1,0,1
0,5611532,20000000,0,1,40,40,0,1,0,0,0
0,11240405,20000000,0,1,40,40,0,1,0,0,0
23206704,0,1503,23075403,5,40,459,0,5,2,0,1
0,22449696,20000000,0,1,40,40,0,1,0,0,0
0,44893751,20000000,0,1,40,40,0,1,0,0,0
8628552,0,622,6084306,14,40,1400,0,14,6,0,1
300277838,123283,627,300156175,4,52,60,0,3,0,0,1
126666,300276148,3020,123646,3,52,60,0,3,0,0,2
122043,4488,1589,120454,3,52,60,0,2,0,0,1
0,125199,20000000,0,1,52,52,0,1,0,0,0
127768,1182,27,124461,5,52,60,0,4,0,0,1
300621090,0,1139,277257960,7,40,186,0,6,1,0,1
133249,1445,133249,133249,2,52,60,0,2,0,0,1
0,381842,20000000,0,1,40,40,0,1,0,0,0
0,371570,20000000,0,1,40,40,0,1,0,0,0
0,737173,20000000,0,1,40,40,0,1,0,0,0
0,1480785,20000000,0,1,40,40,0,1,0,0,0
0,2970419,20000000,0,1,40,40,0,1,0,0,0
300474164,121791,604,300345431,4,22,278,0,4,1,0,1
255373,300334546,4527,125674,4,40,175,0,3,1,0,1
0,5944089,20000000,0,1,40,40,0,1,0,0,0
23146134,0,1138,23022846,5,40,459,0,5,2,0,1
0,11866929,20000000,0,1,40,40,0,1,0,0,0
0,23761451,20000000,0,1,40,40,0,1,0,0,0
0,47564562,20000000,0,1,40,40,0,1,0,0,0
8665933,2113613972,39,5977874,20,40,1400,0,20,8,0,1
300985324,130802,202,300867289,4,52,60,0,3,0,0,1
123128,300986645,123128,123128,2,52,60,0,2,0,0,1
119632,5911,80,117225,4,52,60,0,3,0,0,1
119053,2086,95,118958,3,52,60,0,2,0,0,1
125230,2576,4863,120367,3,52,60,0,3,0,0,2
301363676,0,794,278061290,7,40,186,0,6,1,0,1
0,126265,20000000,0,1,52,52,0,1,0,0,0
0,344704,20000000,0,1,40,40,0,1,0,0,0
0,338708,20000000,0,1,40,40,0,1,0,0,0
0,680236,20000000,0,1,40,40,0,1,0,0,0
0,1360602,20000000,0,1,40,40,0,1,0,0,0
0,2760320,20000000,0,1,40,40,0,1,0,0,0
301243856,118172,827,301125989,5,40,411,0,5,1,0,2
1100,4125,1100,1100,2,22,278,0,2,1,0,0
240317,301128119,343,124257,7,40,197,0,5,2,0,2
0,2566,20000000,0,1,40,40,0,1,0,0,0
